,Campus,Term,Course Code,Course Title,Course Description,Activity Type,Section,Credits,Days,Time,Building,Room,Instructor,Credit,GenEd Requirements,Registration Code,enrollCount,enrollMaximum,myPlanLink,index,mean,median,sd,fourpointo_per,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Start,End,prefix,Matched_Name,Name,Rating,Difficulty,Link,Department,Instructor Name,amount_learned_median,grading_techniques_median,instructors_contribution_median,instructors_effectiveness_median,instuctors_interest_median,the_course_as_a_whole_median,the_course_content_median,Clean_Course_Code,UUID
144,Seattle,Spring 2025,ARCHY  205,Principles of Archaeology,"Techniques, methods, and goals of archaeological research. Excavation and dating of archaeological materials. General problems encountered in explaining archaeological phenomena.",quiz,AB,5,Th,9:30 AM - 10:20 AM,DEN,403,None,5,SSc,10432,24,25,https://course-app-api.planning.sis.uw.edu/api/courses/ARCHY%20205/details,ARCHY205,3.386319845857418,3.7,0.8926944674128402,27.9383429672447,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,5.0,4.0,1.0,3.0,2.0,3.0,3.0,6.0,4.0,4.0,8.0,9.0,6.0,16.0,14.0,9.0,12.0,12.0,18.0,25.0,22.0,46.0,55.0,58.0,145.0,09:30,10:20,ARCHY,No Match,,,,,,,,,,,,,,ARCHY205,ARCHY205ASpring2025
145,Seattle,Spring 2025,ARCHY  205,Principles of Archaeology,"Techniques, methods, and goals of archaeological research. Excavation and dating of archaeological materials. General problems encountered in explaining archaeological phenomena.",quiz,AC,5,Th,10:30 AM - 11:20 AM,DEN,403,None,5,SSc,10433,7,25,https://course-app-api.planning.sis.uw.edu/api/courses/ARCHY%20205/details,ARCHY205,3.386319845857418,3.7,0.8926944674128402,27.9383429672447,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,5.0,4.0,1.0,3.0,2.0,3.0,3.0,6.0,4.0,4.0,8.0,9.0,6.0,16.0,14.0,9.0,12.0,12.0,18.0,25.0,22.0,46.0,55.0,58.0,145.0,10:30,11:20,ARCHY,No Match,,,,,,,,,,,,,,ARCHY205,ARCHY205ASpring2025
146,Seattle,Spring 2025,ARCHY  205,Principles of Archaeology,"Techniques, methods, and goals of archaeological research. Excavation and dating of archaeological materials. General problems encountered in explaining archaeological phenomena.",quiz,AD,5,Th,11:30 AM - 12:20 PM,DEN,403,None,5,SSc,10434,7,25,https://course-app-api.planning.sis.uw.edu/api/courses/ARCHY%20205/details,ARCHY205,3.386319845857418,3.7,0.8926944674128402,27.9383429672447,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,5.0,4.0,1.0,3.0,2.0,3.0,3.0,6.0,4.0,4.0,8.0,9.0,6.0,16.0,14.0,9.0,12.0,12.0,18.0,25.0,22.0,46.0,55.0,58.0,145.0,11:30,12:20,ARCHY,No Match,,,,,,,,,,,,,,ARCHY205,ARCHY205ASpring2025
147,Seattle,Spring 2025,ARCHY  205,Principles of Archaeology,"Techniques, methods, and goals of archaeological research. Excavation and dating of archaeological materials. General problems encountered in explaining archaeological phenomena.",quiz,AE,5,Th,12:30 PM - 1:20 PM,DEN,403,None,5,SSc,10435,4,25,https://course-app-api.planning.sis.uw.edu/api/courses/ARCHY%20205/details,ARCHY205,3.386319845857418,3.7,0.8926944674128402,27.9383429672447,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,5.0,4.0,1.0,3.0,2.0,3.0,3.0,6.0,4.0,4.0,8.0,9.0,6.0,16.0,14.0,9.0,12.0,12.0,18.0,25.0,22.0,46.0,55.0,58.0,145.0,12:30,13:20,ARCHY,No Match,,,,,,,,,,,,,,ARCHY205,ARCHY205ASpring2025
148,Seattle,Spring 2025,ARCHY  205,Principles of Archaeology,"Techniques, methods, and goals of archaeological research. Excavation and dating of archaeological materials. General problems encountered in explaining archaeological phenomena.",quiz,AF,5,Th,1:30 PM - 2:20 PM,DEN,403,None,5,SSc,10436,2,25,https://course-app-api.planning.sis.uw.edu/api/courses/ARCHY%20205/details,ARCHY205,3.386319845857418,3.7,0.8926944674128402,27.9383429672447,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,5.0,4.0,1.0,3.0,2.0,3.0,3.0,6.0,4.0,4.0,8.0,9.0,6.0,16.0,14.0,9.0,12.0,12.0,18.0,25.0,22.0,46.0,55.0,58.0,145.0,13:30,14:20,ARCHY,No Match,,,,,,,,,,,,,,ARCHY205,ARCHY205ASpring2025
150,Seattle,Spring 2025,ARCHY  212,Introduction To Ancient Egyptian Archaeology,"Survey of the archaeology, art, and architecture of ancient Egypt from the prehistoric cultures of the Nile Valley ( c. 10, 000 BCE) until the end of the New Kingdom ( c.1000 BCE), exploring Egyptian gods, divine kings, pyramids, temples, mummification, society, government, religion, medicine, magic, sex, childbirth, and death.",quiz,AA,5,F,9:30 AM - 10:20 AM,DEN,403,Zdena Porras,5,"SSc, A&H",10438,19,19,https://course-app-api.planning.sis.uw.edu/api/courses/ARCHY%20212/details,ARCHY212,3.6568807339449543,4.0,0.801874749705947,68.80733944954129,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,5.0,4.0,4.0,75.0,09:30,10:20,ARCHY,No Match,,,,,,,,,,,,,,ARCHY212,ARCHY212ASpring2025
151,Seattle,Spring 2025,ARCHY  212,Introduction To Ancient Egyptian Archaeology,"Survey of the archaeology, art, and architecture of ancient Egypt from the prehistoric cultures of the Nile Valley ( c. 10, 000 BCE) until the end of the New Kingdom ( c.1000 BCE), exploring Egyptian gods, divine kings, pyramids, temples, mummification, society, government, religion, medicine, magic, sex, childbirth, and death.",quiz,AB,5,F,10:30 AM - 11:20 AM,DEN,403,Zdena Porras,5,"SSc, A&H",10439,19,19,https://course-app-api.planning.sis.uw.edu/api/courses/ARCHY%20212/details,ARCHY212,3.6568807339449543,4.0,0.801874749705947,68.80733944954129,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,5.0,4.0,4.0,75.0,10:30,11:20,ARCHY,No Match,,,,,,,,,,,,,,ARCHY212,ARCHY212ASpring2025
152,Seattle,Spring 2025,ARCHY  212,Introduction To Ancient Egyptian Archaeology,"Survey of the archaeology, art, and architecture of ancient Egypt from the prehistoric cultures of the Nile Valley ( c. 10, 000 BCE) until the end of the New Kingdom ( c.1000 BCE), exploring Egyptian gods, divine kings, pyramids, temples, mummification, society, government, religion, medicine, magic, sex, childbirth, and death.",quiz,AC,5,F,11:30 AM - 12:20 PM,DEN,403,YUAN WANG,5,"SSc, A&H",10440,19,19,https://course-app-api.planning.sis.uw.edu/api/courses/ARCHY%20212/details,ARCHY212,3.6568807339449543,4.0,0.801874749705947,68.80733944954129,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,5.0,4.0,4.0,75.0,11:30,12:20,ARCHY,No Match,,,,,,,,,,,,,,ARCHY212,ARCHY212ASpring2025
153,Seattle,Spring 2025,ARCHY  212,Introduction To Ancient Egyptian Archaeology,"Survey of the archaeology, art, and architecture of ancient Egypt from the prehistoric cultures of the Nile Valley ( c. 10, 000 BCE) until the end of the New Kingdom ( c.1000 BCE), exploring Egyptian gods, divine kings, pyramids, temples, mummification, society, government, religion, medicine, magic, sex, childbirth, and death.",quiz,AD,5,F,12:30 PM - 1:20 PM,DEN,403,YUAN WANG,5,"SSc, A&H",10441,18,18,https://course-app-api.planning.sis.uw.edu/api/courses/ARCHY%20212/details,ARCHY212,3.6568807339449543,4.0,0.801874749705947,68.80733944954129,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,5.0,4.0,4.0,75.0,12:30,13:20,ARCHY,No Match,,,,,,,,,,,,,,ARCHY212,ARCHY212ASpring2025
176,Seattle,Summer 2025,BIO A  201,Principles of Biological Anthropology,"Evolution and adaptation of the human species. Evidence from fossil record and living populations of monkeys, apes, and humans. Interrelationships between human physical and cultural variation and environment; role of natural selection in shaping our evolutionary past, present, and future.",quiz,AA,5,F,9:40 AM - 10:40 AM,DEN,410,None,5,NSc,14088,0,20,https://course-app-api.planning.sis.uw.edu/api/courses/BIO%20A%20201/details,BIOA201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:40,10:40,BIOA,No Match,,,,,,,,,,,,,,BIOA201,BIOA201ASummer2025
177,Seattle,Summer 2025,BIO A  201,Principles of Biological Anthropology,"Evolution and adaptation of the human species. Evidence from fossil record and living populations of monkeys, apes, and humans. Interrelationships between human physical and cultural variation and environment; role of natural selection in shaping our evolutionary past, present, and future.",quiz,AB,5,F,10:50 AM - 11:50 AM,DEN,410,None,5,NSc,14089,0,20,https://course-app-api.planning.sis.uw.edu/api/courses/BIO%20A%20201/details,BIOA201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:50,11:50,BIOA,No Match,,,,,,,,,,,,,,BIOA201,BIOA201ASummer2025
179,Seattle,Spring 2025,BIO A  201,Principles of Biological Anthropology,"Evolution and adaptation of the human species. Evidence from fossil record and living populations of monkeys, apes, and humans. Interrelationships between human physical and cultural variation and environment; role of natural selection in shaping our evolutionary past, present, and future.",quiz,AA,5,F,8:30 AM - 9:20 AM,DEN,410,Isabella Araiza,5,NSc,11171,7,25,https://course-app-api.planning.sis.uw.edu/api/courses/BIO%20A%20201/details,BIOA201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08:30,09:20,BIOA,No Match,,,,,,,,,,,,,,BIOA201,BIOA201ASpring2025
180,Seattle,Spring 2025,BIO A  201,Principles of Biological Anthropology,"Evolution and adaptation of the human species. Evidence from fossil record and living populations of monkeys, apes, and humans. Interrelationships between human physical and cultural variation and environment; role of natural selection in shaping our evolutionary past, present, and future.",quiz,AB,5,F,9:30 AM - 10:20 AM,DEN,410,Isabella Araiza,5,NSc,11172,19,25,https://course-app-api.planning.sis.uw.edu/api/courses/BIO%20A%20201/details,BIOA201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:30,10:20,BIOA,No Match,,,,,,,,,,,,,,BIOA201,BIOA201ASpring2025
181,Seattle,Spring 2025,BIO A  201,Principles of Biological Anthropology,"Evolution and adaptation of the human species. Evidence from fossil record and living populations of monkeys, apes, and humans. Interrelationships between human physical and cultural variation and environment; role of natural selection in shaping our evolutionary past, present, and future.",quiz,AC,5,F,10:30 AM - 11:20 AM,DEN,410,Isabella Araiza,5,NSc,11173,25,25,https://course-app-api.planning.sis.uw.edu/api/courses/BIO%20A%20201/details,BIOA201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:30,11:20,BIOA,No Match,,,,,,,,,,,,,,BIOA201,BIOA201ASpring2025
182,Seattle,Spring 2025,BIO A  201,Principles of Biological Anthropology,"Evolution and adaptation of the human species. Evidence from fossil record and living populations of monkeys, apes, and humans. Interrelationships between human physical and cultural variation and environment; role of natural selection in shaping our evolutionary past, present, and future.",quiz,AD,5,F,11:30 AM - 12:20 PM,DEN,410,Isabella Araiza,5,NSc,11174,25,25,https://course-app-api.planning.sis.uw.edu/api/courses/BIO%20A%20201/details,BIOA201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:30,12:20,BIOA,No Match,,,,,,,,,,,,,,BIOA201,BIOA201ASpring2025
348,Seattle,Spring 2025,ART H  203,Survey of Western Art-Modern,Western art from 1520 to the present.,quiz,AA,5,T,9:30 AM - 10:20 AM,ART,004,Veronica George Markey,5,A&H,10510,25,25,https://course-app-api.planning.sis.uw.edu/api/courses/ART%20H%20203/details,ARTH203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:30,10:20,ARTH,No Match,,,,,,,,,,,,,,ARTH203,ARTH203ASpring2025
349,Seattle,Spring 2025,ART H  203,Survey of Western Art-Modern,Western art from 1520 to the present.,quiz,AB,5,T,10:30 AM - 11:20 AM,ART,004,Veronica George Markey,5,A&H,10511,25,25,https://course-app-api.planning.sis.uw.edu/api/courses/ART%20H%20203/details,ARTH203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:30,11:20,ARTH,No Match,,,,,,,,,,,,,,ARTH203,ARTH203ASpring2025
350,Seattle,Spring 2025,ART H  203,Survey of Western Art-Modern,Western art from 1520 to the present.,quiz,AC,5,T,11:30 AM - 12:20 PM,ART,004,Mariah Ribeiro,5,A&H,10512,25,25,https://course-app-api.planning.sis.uw.edu/api/courses/ART%20H%20203/details,ARTH203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:30,12:20,ARTH,No Match,,,,,,,,,,,,,,ARTH203,ARTH203ASpring2025
351,Seattle,Spring 2025,ART H  203,Survey of Western Art-Modern,Western art from 1520 to the present.,quiz,AD,5,T,12:30 PM - 1:20 PM,ART,004,Mariah Ribeiro,5,A&H,10513,25,25,https://course-app-api.planning.sis.uw.edu/api/courses/ART%20H%20203/details,ARTH203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:30,13:20,ARTH,No Match,,,,,,,,,,,,,,ARTH203,ARTH203ASpring2025
353,Seattle,Spring 2025,ART H  209,Themes and Topics in Art History,"Introduces students to new ideas, developing themes, and current research in art history and visual culture.",quiz,AA,5,Th,9:30 AM - 10:20 AM,ART,006,Jingrui Yan,5,A&H,10515,11,25,https://course-app-api.planning.sis.uw.edu/api/courses/ART%20H%20209/details,ARTH209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09:30,10:20,ARTH,No Match,,,,,,,,,,,,,,ARTH209,ARTH209ASpring2025
354,Seattle,Spring 2025,ART H  209,Themes and Topics in Art History,"Introduces students to new ideas, developing themes, and current research in art history and visual culture.",quiz,AB,5,Th,10:30 AM - 11:20 AM,ART,006,Jingrui Yan,5,A&H,10516,25,25,https://course-app-api.planning.sis.uw.edu/api/courses/ART%20H%20209/details,ARTH209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:30,11:20,ARTH,No Match,,,,,,,,,,,,,,ARTH209,ARTH209ASpring2025
355,Seattle,Spring 2025,ART H  209,Themes and Topics in Art History,"Introduces students to new ideas, developing themes, and current research in art history and visual culture.",quiz,AC,5,Th,11:30 AM - 12:20 PM,ART,006,Nikoloz Nadirashvili,5,A&H,10517,25,25,https://course-app-api.planning.sis.uw.edu/api/courses/ART%20H%20209/details,ARTH209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:30,12:20,ARTH,No Match,,,,,,,,,,,,,,ARTH209,ARTH209ASpring2025
356,Seattle,Spring 2025,ART H  209,Themes and Topics in Art History,"Introduces students to new ideas, developing themes, and current research in art history and visual culture.",quiz,AD,5,Th,12:30 PM - 1:20 PM,ART,006,Nikoloz Nadirashvili,5,A&H,10518,25,25,https://course-app-api.planning.sis.uw.edu/api/courses/ART%20H%20209/details,ARTH209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:30,13:20,ARTH,No Match,,,,,,,,,,,,,,ARTH209,ARTH209ASpring2025
442,Seattle,Spring 2025,CHIN   103,First-Year Chinese for Non-Heritage Learners,Introduction to the standard language. Emphasis on learning correct pronunciation and basic structure. Drill in oral use of the language. Open only to students who do not have any previous training in Chinese. Third in a sequence of three.,quiz,AA,5,MWF,8:30 AM - 9:20 AM,THO,335,Gloria Lee,5,,12353,0,22,https://course-app-api.planning.sis.uw.edu/api/courses/CHIN%20103/details,CHIN103,3.55037037037037,3.8,0.6457122480410552,23.333333333333332,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,0.0,8.0,8.0,1.0,7.0,5.0,7.0,4.0,10.0,17.0,15.0,26.0,51.0,32.0,63.0,08:30,09:20,CHIN,Gloria Lee,,,,,,Gloria Lee,4.7,4.7883333333,4.9166666667,4.8133333333,4.7916666667,4.6766666667,4.7483333333,CHIN103,CHIN103ASpring2025
443,Seattle,Spring 2025,CHIN   103,First-Year Chinese for Non-Heritage Learners,Introduction to the standard language. Emphasis on learning correct pronunciation and basic structure. Drill in oral use of the language. Open only to students who do not have any previous training in Chinese. Third in a sequence of three.,quiz,AB,5,MWF,9:30 AM - 10:20 AM,CHL,021,Zhifan Sheng,5,,12354,16,22,https://course-app-api.planning.sis.uw.edu/api/courses/CHIN%20103/details,CHIN103,3.55037037037037,3.8,0.6457122480410552,23.333333333333332,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,0.0,8.0,8.0,1.0,7.0,5.0,7.0,4.0,10.0,17.0,15.0,26.0,51.0,32.0,63.0,09:30,10:20,CHIN,Zhifan Sheng,,,,,,Zhifan Sheng,4.325,4.4175,4.085,3.9175,3.95,4.0525,4.17,CHIN103,CHIN103ASpring2025
444,Seattle,Spring 2025,CHIN   103,First-Year Chinese for Non-Heritage Learners,Introduction to the standard language. Emphasis on learning correct pronunciation and basic structure. Drill in oral use of the language. Open only to students who do not have any previous training in Chinese. Third in a sequence of three.,quiz,AD,5,MWF,9:30 AM - 10:20 AM,LOW,115,Xi Ma,5,,12355,15,22,https://course-app-api.planning.sis.uw.edu/api/courses/CHIN%20103/details,CHIN103,3.55037037037037,3.8,0.6457122480410552,23.333333333333332,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,0.0,8.0,8.0,1.0,7.0,5.0,7.0,4.0,10.0,17.0,15.0,26.0,51.0,32.0,63.0,09:30,10:20,CHIN,Xi Ma,Xi Ma,5.0,2.0,https://www.ratemyprofessors.com/professor/2946151,Chinese,Xi Ma,4.6823076923,4.7933333333,4.7423076923,4.69,4.6984615385,4.7528571429,4.7983333333000004,CHIN103,CHIN103ASpring2025
445,Seattle,Spring 2025,CHIN   103,First-Year Chinese for Non-Heritage Learners,Introduction to the standard language. Emphasis on learning correct pronunciation and basic structure. Drill in oral use of the language. Open only to students who do not have any previous training in Chinese. Third in a sequence of three.,quiz,AE,5,MWF,10:30 AM - 11:20 AM,LOW,114,Xi Ma,5,,12356,24,22,https://course-app-api.planning.sis.uw.edu/api/courses/CHIN%20103/details,CHIN103,3.55037037037037,3.8,0.6457122480410552,23.333333333333332,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,0.0,8.0,8.0,1.0,7.0,5.0,7.0,4.0,10.0,17.0,15.0,26.0,51.0,32.0,63.0,10:30,11:20,CHIN,Xi Ma,Xi Ma,5.0,2.0,https://www.ratemyprofessors.com/professor/2946151,Chinese,Xi Ma,4.6823076923,4.7933333333,4.7423076923,4.69,4.6984615385,4.7528571429,4.7983333333000004,CHIN103,CHIN103ASpring2025
446,Seattle,Spring 2025,CHIN   103,First-Year Chinese for Non-Heritage Learners,Introduction to the standard language. Emphasis on learning correct pronunciation and basic structure. Drill in oral use of the language. Open only to students who do not have any previous training in Chinese. Third in a sequence of three.,quiz,AF,5,MWF,10:30 AM - 11:20 AM,CHL,105,Zhifan Sheng,5,,12357,7,22,https://course-app-api.planning.sis.uw.edu/api/courses/CHIN%20103/details,CHIN103,3.55037037037037,3.8,0.6457122480410552,23.333333333333332,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,0.0,8.0,8.0,1.0,7.0,5.0,7.0,4.0,10.0,17.0,15.0,26.0,51.0,32.0,63.0,10:30,11:20,CHIN,Zhifan Sheng,,,,,,Zhifan Sheng,4.325,4.4175,4.085,3.9175,3.95,4.0525,4.17,CHIN103,CHIN103ASpring2025
447,Seattle,Spring 2025,CHIN   103,First-Year Chinese for Non-Heritage Learners,Introduction to the standard language. Emphasis on learning correct pronunciation and basic structure. Drill in oral use of the language. Open only to students who do not have any previous training in Chinese. Third in a sequence of three.,quiz,AH,5,MWF,11:30 AM - 12:20 PM,CHL,101,Gloria Lee,5,,12358,0,11,https://course-app-api.planning.sis.uw.edu/api/courses/CHIN%20103/details,CHIN103,3.55037037037037,3.8,0.6457122480410552,23.333333333333332,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,0.0,8.0,8.0,1.0,7.0,5.0,7.0,4.0,10.0,17.0,15.0,26.0,51.0,32.0,63.0,11:30,12:20,CHIN,Gloria Lee,,,,,,Gloria Lee,4.7,4.7883333333,4.9166666667,4.8133333333,4.7916666667,4.6766666667,4.7483333333,CHIN103,CHIN103ASpring2025
449,Seattle,Spring 2025,CHIN   103,First-Year Chinese for Non-Heritage Learners,Introduction to the standard language. Emphasis on learning correct pronunciation and basic structure. Drill in oral use of the language. Open only to students who do not have any previous training in Chinese. Third in a sequence of three.,quiz,BA,5,MWF,8:30 AM - 9:20 AM,THO,335,Gloria Lee,5,,12360,0,22,https://course-app-api.planning.sis.uw.edu/api/courses/CHIN%20103/details,CHIN103,3.55037037037037,3.8,0.6457122480410552,23.333333333333332,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,0.0,8.0,8.0,1.0,7.0,5.0,7.0,4.0,10.0,17.0,15.0,26.0,51.0,32.0,63.0,08:30,09:20,CHIN,Gloria Lee,,,,,,Gloria Lee,4.7,4.7883333333,4.9166666667,4.8133333333,4.7916666667,4.6766666667,4.7483333333,CHIN103,CHIN103BSpring2025
450,Seattle,Spring 2025,CHIN   103,First-Year Chinese for Non-Heritage Learners,Introduction to the standard language. Emphasis on learning correct pronunciation and basic structure. Drill in oral use of the language. Open only to students who do not have any previous training in Chinese. Third in a sequence of three.,quiz,BB,5,MWF,9:30 AM - 10:20 AM,CHL,021,Zhifan Sheng,5,,12361,16,22,https://course-app-api.planning.sis.uw.edu/api/courses/CHIN%20103/details,CHIN103,3.55037037037037,3.8,0.6457122480410552,23.333333333333332,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,0.0,8.0,8.0,1.0,7.0,5.0,7.0,4.0,10.0,17.0,15.0,26.0,51.0,32.0,63.0,09:30,10:20,CHIN,Zhifan Sheng,,,,,,Zhifan Sheng,4.325,4.4175,4.085,3.9175,3.95,4.0525,4.17,CHIN103,CHIN103BSpring2025
